MATICUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
598,1.0112,1.0245,9505631.35135335,1.0291,1.0059,1.0185,27040,2023-04-22
599,1.0247,1.0039,13763842.3671652,1.0327,0.979,1.003,35722,2023-04-23
600,1.0036,0.9893,15701940.2226388,1.0239,0.9728,0.9949,35348,2023-04-24
601,0.9897,1.0044,16594614.9103455,1.0171,0.95,0.9734,38381,2023-04-25
602,1.0042,0.9864,29160075.9133017,1.0597,0.9404,1.0059,52516,2023-04-26
603,0.9865,1.0127,20715626.1188473,1.031,0.9793,1.0075,40050,2023-04-27
604,1.0125,0.9991,11147173.7069674,1.0162,0.9797,0.9997,25688,2023-04-28
605,0.9995,1.0037,11366516.4812239,1.0245,0.9931,1.0105,24021,2023-04-29
606,1.0034,0.9807,9856266.60552659,1.0162,0.9751,0.9994,25712,2023-04-30
607,0.981,0.9593,12563616.9728529,0.9888,0.9466,0.9678,34640,2023-05-01
608,0.9592,0.9774,11196913.4838893,0.9813,0.9519,0.9662,29038,2023-05-02
609,0.9774,1.0061,15575921.4665816,1.0178,0.963,0.9892,41124,2023-05-03
610,1.006,0.983,8063213.79568152,1.0081,0.9793,0.9934,24682,2023-05-04
611,0.9829,0.9988,9285220.57014468,1.0094,0.9751,0.9955,25915,2023-05-05
612,0.999,0.9769,10222425.0854761,1.0062,0.9512,0.9732,25253,2023-05-06
613,0.9772,0.9646,6693585.34669069,0.9877,0.962,0.9759,18028,2023-05-07
614,0.9651,0.9011,25001056.7578805,0.9686,0.8751,0.9188,51391,2023-05-08
615,0.9012,0.8772,14252551.0793383,0.9086,0.8667,0.8836,38697,2023-05-09
616,0.8772,0.8773,29758843.8428766,0.9072,0.827,0.8739,61942,2023-05-10
617,0.8771,0.8411,24067271.2861343,0.8778,0.829,0.8478,55646,2023-05-11
618,0.8411,0.865,27798953.7050005,0.8741,0.8188,0.843,60506,2023-05-12
619,0.8652,0.8493,6915173.20073811,0.8666,0.8478,0.8561,21831,2023-05-13
620,0.8495,0.8593,9224458.64717798,0.8701,0.84,0.8557,24553,2023-05-14
621,0.8594,0.859,17352448.325188,0.878,0.8467,0.8648,38198,2023-05-15
622,0.8589,0.8456,15607909.6895551,0.86559,0.8347,0.8471,40528,2023-05-16
623,0.8455,0.8869,23508237.5353429,0.902,0.8398,0.8701,48109,2023-05-17
624,0.8871,0.8719,17969351.0580226,0.8926,0.8426,0.8691,35502,2023-05-18
625,0.872,0.8719,8728018.1005915,0.881,0.8629,0.871,20504,2023-05-19
626,0.8719,0.877,4747308.53474465,0.8798,0.8644,0.8719,14502,2023-05-20
627,0.8771,0.8569,5265241.29455788,0.88075,0.8529,0.8674,18328,2023-05-21
628,0.8569,0.8718,11269501.6385149,0.8766,0.8438,0.8637,29044,2023-05-22
629,0.8719,0.8893,12775459.4120978,0.8935,0.8694,0.8847,31269,2023-05-23
630,0.8893,0.8729,15761926.4096809,0.8905,0.8548,0.8704,34200,2023-05-24
631,0.8729,0.8895,17993138.623894,0.9009,0.8542,0.8834,40046,2023-05-25
632,0.8893,0.9109,29016277.9509138,0.9709,0.8876,0.9209,51082,2023-05-26
633,0.9107,0.9209,8019436.27445506,0.9242,0.907,0.9185,22215,2023-05-27
634,0.921,0.9409,12791770.3737054,0.9555,0.9181,0.9324,27925,2023-05-28
635,0.9409,0.909,12766849.4935742,0.952,0.9039,0.9265,29341,2023-05-29
636,0.9091,0.9015,15858567.7663068,0.9167,0.8835,0.9028,28698,2023-05-30
637,0.9012,0.8921,16739543.0414639,0.9058,0.8788,0.8885,28744,2023-05-31
638,0.8921,0.8893,7811653.68102656,0.8998,0.8767,0.8917,18598,2023-06-01
639,0.8886,0.8995,7620164.01078162,0.9091,0.8816,0.8994,17331,2023-06-02
640,0.8995,0.9001,3910069.03248912,0.907,0.8926,0.9,13533,2023-06-03
641,0.9,0.8933,5451931.75195708,0.9075,0.8899,0.9019,12638,2023-06-04
642,0.8924,0.8358,21583183.4684217,0.8931,0.825,0.8547,39545,2023-06-05
643,0.8354,0.8226,52099130.5600472,0.8371,0.7874,0.8133,70465,2023-06-06
644,0.8225,0.7652,38757399.3432659,0.8242,0.7552,0.7821,61105,2023-06-07
645,0.7652,0.7812,14138946.6449557,0.7937,0.7553,0.7736,25359,2023-06-08
646,0.7812,0.7259,26813738.6949357,0.789,0.7193,0.7519,40527,2023-06-09
647,0.7259,0.6106,101751387.672561,0.7262,0.5059,0.6031,126410,2023-06-10
648,0.6107,0.635,32583288.0730435,0.66065,0.5912,0.6266,50262,2023-06-11
649,0.6352,0.6433,25108868.9107042,0.6851,0.6153,0.6371,35360,2023-06-12
650,0.6436,0.6449,18240439.3171912,0.6786,0.6237,0.6468,29044,2023-06-13
651,0.6447,0.6193,20624037.6255207,0.6621,0.6076,0.639,30068,2023-06-14
652,0.6184,0.5903,30592886.471734,0.62736,0.5586,0.5936,36691,2023-06-15
653,0.59,0.5898,24723578.6580189,0.5993,0.5573,0.581,30633,2023-06-16
654,0.5898,0.6132,20680136.7403069,0.635,0.5846,0.6157,29812,2023-06-17
655,0.6134,0.5971,10406874.9142323,0.6191,0.5933,0.6073,23120,2023-06-18
656,0.5968,0.6149,11787550.7893971,0.6226,0.5901,0.6044,24708,2023-06-19
657,0.6146,0.6316,19553073.4368691,0.6426,0.5913,0.6147,27200,2023-06-20
658,0.6319,0.6684,35228238.5886641,0.6773,0.6283,0.6566,43794,2023-06-21
659,0.6681,0.6559,30473570.3778994,0.7112,0.64,0.6781,40315,2023-06-22
660,0.6559,0.6755,18368193.5915913,0.6959,0.6553,0.6756,32634,2023-06-23
661,0.6763,0.6546,14551442.1728662,0.6892,0.6389,0.6632,23297,2023-06-24
662,0.6542,0.6665,8880120.7664642,0.6803,0.6486,0.6673,24822,2023-06-25
663,0.6667,0.6456,13666845.8944,0.6712,0.63618,0.6519,32003,2023-06-26
664,0.6455,0.6622,11019147.0772517,0.67323,0.6428,0.6625,27306,2023-06-27
665,0.6622,0.6131,25209511.354218,0.6664,0.6,0.6323,41414,2023-06-28
666,0.6131,0.6241,12888023.8048685,0.6441,0.6109,0.6269,28868,2023-06-29
667,0.624,0.6613,37014355.4382067,0.6713,0.6069,0.6475,54753,2023-06-30
668,0.6613,0.6769,15254018.4140404,0.6775,0.6481,0.6662,27620,2023-07-01
669,0.6769,0.6819,14295811.2986877,0.68918,0.6572,0.6721,26294,2023-07-02
670,0.6819,0.7149,22802880.3529299,0.7214,0.678,0.6997,36432,2023-07-03
671,0.7147,0.6958,15361443.6300865,0.7192,0.6908,0.7029,26626,2023-07-04
672,0.6958,0.6702,19717818.3324364,0.70604,0.66,0.6811,30888,2023-07-05
673,0.6706,0.6601,22407072.6704434,0.70008,0.6476,0.6768,34990,2023-07-06
674,0.6601,0.6767,10228383.8053675,0.68064,0.6531,0.67,22281,2023-07-07
675,0.6768,0.6797,10997390.9305874,0.68687,0.6708,0.6792,19957,2023-07-08
676,0.6795,0.6885,14125018.8800206,0.70102,0.678,0.6907,23347,2023-07-09
677,0.6886,0.735,33566503.8851109,0.749,0.6712,0.7128,45044,2023-07-10
678,0.7354,0.7428,16062074.2327456,0.7495,0.7316,0.74,28108,2023-07-11
679,0.7429,0.7237,18379639.0479199,0.7593,0.7146,0.7337,28443,2023-07-12
680,0.7234,0.8506,62561542.2594016,0.8925,0.7125,0.8107,81712,2023-07-13
681,0.8511,0.8081,37032399.2288507,0.8896,0.7768,0.8289,64520,2023-07-14
682,0.808,0.8,7733858.63558038,0.8262,0.7948,0.8084,23232,2023-07-15
683,0.7998,0.7679,7834985.61956106,0.803,0.7641,0.7852,23260,2023-07-16
684,0.7674,0.7776,12113676.3202147,0.7897,0.7508,0.7732,31302,2023-07-17
685,0.7773,0.7385,11102841.8739201,0.78436,0.7302,0.749,27933,2023-07-18
686,0.7385,0.7436,14830839.4202188,0.7574,0.728,0.7455,29494,2023-07-19
687,0.7436,0.7681,18094751.2558352,0.80226,0.7422,0.7702,35022,2023-07-20
688,0.7681,0.7695,12202686.7492816,0.7879,0.7582,0.7728,30034,2023-07-21
689,0.7692,0.7461,7752955.41944151,0.77612,0.7399,0.7558,22056,2023-07-22
690,0.7462,0.7572,7914192.73243302,0.7681,0.7392,0.7537,20855,2023-07-23
691,0.7575,0.7281,13342986.919351,0.76218,0.71074,0.7301,29630,2023-07-24
692,0.7281,0.7079,12350938.6225193,0.73004,0.702,0.7151,30595,2023-07-25
693,0.7078,0.7224,14208298.7139607,0.7314,0.6966,0.7152,33976,2023-07-26
694,0.7228,0.7167,9793711.684533,0.73703,0.7111,0.7212,23591,2023-07-27
695,0.7168,0.7094,6457985.97856736,0.72186,0.7046,0.7129,16922,2023-07-28
696,0.709,0.7185,6027838.44096719,0.7246,0.7075,0.7156,13335,2023-07-29
697,0.719,0.6974,7231339.17001111,0.72008,0.6809,0.7029,17517,2023-07-30
698,0.6974,0.6877,10110019.3694294,0.7078,0.6803,0.6947,19488,2023-07-31
699,0.6876,0.7017,11187933.2499505,0.70438,0.6612,0.6812,33431,2023-08-01
700,0.7015,0.6801,10027174.9607947,0.70349,0.6745,0.6913,22257,2023-08-02
701,0.6798,0.6672,10514385.2038237,0.68497,0.6617,0.6745,27676,2023-08-03
702,0.667,0.6634,9498831.08298483,0.678,0.6564,0.6676,22457,2023-08-04
703,0.6635,0.667,3707346.02908789,0.6685,0.6565,0.6635,14967,2023-08-05
704,0.6673,0.6663,5293241.35990758,0.67582,0.6621,0.6682,15172,2023-08-06
705,0.6662,0.6657,13173890.6002191,0.68427,0.6466,0.6646,27806,2023-08-07
706,0.6655,0.6852,15963054.757029,0.6987,0.6612,0.6813,26188,2023-08-08
707,0.6858,0.6896,10371632.8871341,0.69985,0.68,0.6902,21437,2023-08-09
708,0.6896,0.6848,8052575.03149054,0.70204,0.6829,0.6904,21246,2023-08-10
709,0.6847,0.6803,5504679.60761996,0.6907,0.6741,0.6827,17164,2023-08-11
710,0.6803,0.6819,3046410.41339793,0.68394,0.6766,0.6801,9161,2023-08-12
711,0.6821,0.6768,2910845.54855705,0.69208,0.6734,0.6811,9627,2023-08-13
712,0.6768,0.6789,8566265.57028845,0.6856,0.6712,0.6799,19939,2023-08-14
713,0.6789,0.6383,11789748.506781,0.67953,0.6211,0.651,27119,2023-08-15
714,0.638,0.623,20081162.8240049,0.63883,0.6039,0.6236,38460,2023-08-16
715,0.623,0.5733,32116799.9315641,0.62845,0.52712,0.5937,60168,2023-08-17
716,0.5728,0.5773,16352406.6629093,0.585,0.5623,0.5745,42569,2023-08-18
717,0.5775,0.5771,6426454.18905151,0.588,0.5703,0.5791,26774,2023-08-19
718,0.5771,0.5801,5767615.53031306,0.58164,0.5699,0.5762,17742,2023-08-20
719,0.5801,0.557,14391868.9390666,0.5809,0.54755,0.5625,29424,2023-08-21
720,0.5568,0.5488,25409177.9468343,0.5641,0.528,0.5426,48556,2023-08-22
721,0.5488,0.557,14764293.3069324,0.5706,0.5435,0.5553,26971,2023-08-23
722,0.5571,0.5471,8275276.36769773,0.56021,0.5369,0.5485,17213,2023-08-24
723,0.5468,0.5461,7110712.63846305,0.55598,0.535,0.5431,17175,2023-08-25
724,0.5464,0.5483,2799786.47905847,0.54895,0.5437,0.5466,10534,2023-08-26
725,0.5484,0.5557,6284872.78763201,0.56879,0.5448,0.5544,13182,2023-08-27
726,0.5556,0.5618,7810585.00225342,0.56714,0.545,0.5579,14324,2023-08-28
727,0.5619,0.5936,25616988.3211655,0.64612,0.5514,0.5922,30662,2023-08-29
728,0.5936,0.5749,8819182.88560699,0.59498,0.5669,0.5766,14700,2023-08-30
729,0.575,0.5492,13019811.4646714,0.5885,0.5423,0.5623,16933,2023-08-31
