PLTR,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
561,6.24,6.5,34408622,6.52,6.04,6.3742,84788,2022-12-21 05:00:00
562,6.37,6.32,28065983,6.38,6.18,6.2609,71508,2022-12-22 05:00:00
563,6.27,6.29,20418981,6.3,6.07,6.2029,52126,2022-12-23 05:00:00
564,6.15,6,34573340,6.22,5.92,6.0522,76865,2022-12-27 05:00:00
565,5.98,6.07,30096787,6.17,5.95,6.0397,62055,2022-12-28 05:00:00
566,6.1,6.4,42694169,6.525,6.1,6.3935,88787,2022-12-29 05:00:00
567,6.19,6.42,27830898,6.42,6.19,6.3323,61804,2022-12-30 05:00:00
568,6.58,6.39,29969947,6.64,6.275,6.3893,72924,2023-01-03 05:00:00
569,6.48,6.58,31660509,6.675,6.37,6.5542,68666,2023-01-04 05:00:00
570,6.45,6.32,34185994,6.49,6.25,6.3429,66325,2023-01-05 05:00:00
571,6.4,6.4,30596404,6.4499,6.09,6.3135,61230,2023-01-06 05:00:00
572,6.49,6.5,31028876,6.67,6.4,6.5675,70075,2023-01-09 05:00:00
573,6.5,6.7,28236577,6.72,6.49,6.6133,63780,2023-01-10 05:00:00
574,6.84,6.98,25936693,6.99,6.76,6.8997,60339,2023-01-11 05:00:00
575,7.01,7.01,30152469,7.05,6.78,6.9467,64245,2023-01-12 05:00:00
576,6.84,6.96,20981000,7.01,6.81,6.9392,53433,2023-01-13 05:00:00
577,6.99,7.07,30910341,7.15,6.73,6.9766,79100,2023-01-17 05:00:00
578,7.155,6.9,32743429,7.3,6.88,7.0362,68156,2023-01-18 05:00:00
579,6.8,6.73,24841655,6.895,6.67,6.767,57271,2023-01-19 05:00:00
580,6.76,7.02,28751729,7.06,6.72,6.9055,67344,2023-01-20 05:00:00
581,7.03,7.38,31633292,7.41,6.991,7.2517,68696,2023-01-23 05:00:00
582,7,7.02,22613480,7.42,5.84,7.1156,68224,2023-01-24 05:00:00
583,6.92,7.22,37147944,7.27,6.69,7.0215,80661,2023-01-25 05:00:00
584,7.37,7.24,28005624,7.45,7.04,7.199,61487,2023-01-26 05:00:00
585,7.19,7.55,37555172,7.73,7.14,7.4639,72711,2023-01-27 05:00:00
586,7.5,7.37,28567795,7.61,7.36,7.4604,66428,2023-01-30 05:00:00
587,7.41,7.78,40984037,7.82,7.38,7.6709,84558,2023-01-31 05:00:00
588,7.73,8.2,50015739,8.22,7.6803,7.9565,102230,2023-02-01 05:00:00
589,8.51,8.99,71889705,9.21,8.47,8.9246,178417,2023-02-02 05:00:00
590,8.54,8.41,64785463,8.9,8.3732,8.6221,136018,2023-02-03 05:00:00
591,8.31,8.31,38845474,8.535,8.24,8.3867,85249,2023-02-06 05:00:00
592,8.33,8.33,42201785,8.41,8.06,8.2191,98395,2023-02-07 05:00:00
593,8.25,8.22,35105483,8.57,8.17,8.2868,92294,2023-02-08 05:00:00
594,8.34,7.95,33366661,8.43,7.94,8.1408,85294,2023-02-09 05:00:00
595,7.79,7.51,43042403,7.86,7.46,7.5815,103168,2023-02-10 05:00:00
596,7.58,7.61,87397065,7.775,7.45,8.1066,204947,2023-02-13 05:00:00
597,8.59,9.22,215980237,9.295,8.23,8.7592,458742,2023-02-14 05:00:00
598,9.16,10.11,152514526,10.23,9.11,9.8243,339562,2023-02-15 05:00:00
599,9.65,9.71,88542835,10.31,9.6,9.9221,207028,2023-02-16 05:00:00
600,9.57,9.2,62137799,9.71,9.085,9.2761,151051,2023-02-17 05:00:00
601,9.01,8.47,65226614,9.1,8.4,8.6033,160162,2023-02-21 05:00:00
602,8.48,8.36,55345996,8.625,8.16,8.3422,137732,2023-02-22 05:00:00
603,8.42,8.17,60015539,8.48,7.91,8.1274,137183,2023-02-23 05:00:00
604,7.94,8.09,41518558,8.2,7.87,8.0454,93781,2023-02-24 05:00:00
605,8.12,8.03,35270013,8.2299,7.96,8.0702,88345,2023-02-27 05:00:00
606,7.96,7.84,32937011,8.0973,7.8,7.915,78735,2023-02-28 05:00:00
607,7.83,7.69,27939113,7.91,7.69,7.7514,74831,2023-03-01 05:00:00
608,7.59,7.97,36805933,8.03,7.56,7.8322,90911,2023-03-02 05:00:00
609,8,8.33,43229102,8.5,8,8.3105,107494,2023-03-03 05:00:00
610,8.34,8.28,28316225,8.45,8.2,8.2958,74136,2023-03-06 05:00:00
611,8.275,8.28,26819619,8.425,8.19,8.2939,71839,2023-03-07 05:00:00
612,8.36,8.13,38723632,8.58,8.06,8.2824,98425,2023-03-08 05:00:00
613,8.07,7.69,29005915,8.26,7.68,7.918,85202,2023-03-09 05:00:00
614,7.59,7.35,41953579,7.68,7.28,7.4191,127829,2023-03-10 05:00:00
615,7.29,7.87,63183533,8.15,7.19,7.8442,161001,2023-03-13 04:00:00
616,8.05,7.89,33460106,8.14,7.78,7.9115,93932,2023-03-14 04:00:00
617,7.81,7.9,28217378,7.99,7.7,7.8472,67630,2023-03-15 04:00:00
618,8.01,7.98,20504460,8.0799,7.86,7.9799,61775,2023-03-16 04:00:00
619,7.93,7.88,20020767,8.03,7.84,7.905,59754,2023-03-17 04:00:00
620,7.765,8.08,25497386,8.095,7.72,7.9711,79470,2023-03-20 04:00:00
621,8.2,8.45,27104478,8.51,8.17,8.3825,84289,2023-03-21 04:00:00
622,8.44,8.21,34150971,8.62,8.2,8.4459,100527,2023-03-22 04:00:00
623,8.32,8.33,22662235,8.56,8.16,8.3666,65616,2023-03-23 04:00:00
624,8.29,8.2,17939822,8.35,8.06,8.185,57172,2023-03-24 04:00:00
625,8.15,8.04,20666810,8.32,7.94,8.1142,60101,2023-03-27 04:00:00
626,8.06,8,14860487,8.12,7.97,8.0265,43539,2023-03-28 04:00:00
627,8.09,8.22,15339672,8.25,8.0512,8.1819,42642,2023-03-29 04:00:00
628,8.33,8.15,21001636,8.38,8.05,8.1761,51504,2023-03-30 04:00:00
629,8.15,8.45,26174838,8.48,8.08,8.3832,63281,2023-03-31 04:00:00
630,8.37,8.38,22511967,8.53,8.21,8.3589,60945,2023-04-03 04:00:00
631,8.53,8.35,23961225,8.54,8.23,8.3792,59971,2023-04-04 04:00:00
632,8.63,7.98,54946873,8.65,7.84,8.1073,134928,2023-04-05 04:00:00
633,7.88,8.09,23488564,8.14,7.79,8.0312,65597,2023-04-06 04:00:00
634,8,8.39,29184726,8.44,7.9,8.2389,70034,2023-04-10 04:00:00
635,8.35,8.61,35617852,8.79,8.34,8.5813,92444,2023-04-11 04:00:00
636,8.75,8.33,28771280,8.775,8.3,8.4687,76446,2023-04-12 04:00:00
637,8.5,8.58,27983250,8.7,8.43,8.6055,68427,2023-04-13 04:00:00
638,8.53,8.81,42364533,8.91,8.47,8.7315,97056,2023-04-14 04:00:00
639,8.81,8.8,26047508,9.04,8.78,8.8734,69957,2023-04-17 04:00:00
640,8.93,8.73,21185250,9.02,8.72,8.8372,59757,2023-04-18 04:00:00
641,8.58,8.49,18193674,8.6575,8.48,8.5373,63376,2023-04-19 04:00:00
642,8.29,8.15,23573036,8.5,8.13,8.253,70319,2023-04-20 04:00:00
643,8.14,8.18,14896712,8.22,8.09,8.1668,43856,2023-04-21 04:00:00
644,8.16,8.1,20439283,8.25,7.94,8.0744,55694,2023-04-24 04:00:00
645,8,7.74,21849092,8.02,7.73,7.837,66761,2023-04-25 04:00:00
646,7.87,7.74,21396726,7.91,7.65,7.7709,62293,2023-04-26 04:00:00
647,7.83,7.82,21385464,7.91,7.72,7.8223,54916,2023-04-27 04:00:00
648,7.77,7.75,24915472,8,7.62,7.7434,70062,2023-04-28 04:00:00
649,7.75,7.78,19134155,7.82,7.66,7.7441,62859,2023-05-01 04:00:00
650,7.72,7.59,38007950,7.91,7.43,7.5585,104160,2023-05-02 04:00:00
651,7.62,7.56,24322418,7.68,7.45,7.5481,70943,2023-05-03 04:00:00
652,7.47,7.38,29989336,7.52,7.28,7.3785,83615,2023-05-04 04:00:00
653,7.44,7.41,45848838,7.55,7.32,7.4258,99999,2023-05-05 04:00:00
654,7.64,7.74,105304009,7.855,7.59,8.3337,268233,2023-05-08 04:00:00
655,9.22,9.55,223573281,9.69,8.655,9.2947,555464,2023-05-09 04:00:00
656,9.73,9.94,149374961,10.3,9.46,9.9216,338743,2023-05-10 04:00:00
657,10.14,9.88,73754074,10.1591,9.71,9.9269,168596,2023-05-11 04:00:00
658,9.86,9.5,62123944,10.01,9.47,9.6549,151418,2023-05-12 04:00:00
659,9.21,9.52,53555516,9.6,9.02,9.3658,131023,2023-05-15 04:00:00
660,9.4,9.47,42311914,9.63,9.35,9.4861,99795,2023-05-16 04:00:00
661,9.54,10.25,63834517,10.285,9.46,10.0079,145300,2023-05-17 04:00:00
662,10.46,11.74,171402081,11.81,10.39,11.3243,413946,2023-05-18 04:00:00
663,11.97,11.71,150269322,12.41,11.52,11.8483,371382,2023-05-19 04:00:00
664,11.62,11.84,76377076,12.105,11.39,11.7705,197799,2023-05-22 04:00:00
665,11.95,12.64,148701808,13.42,11.87,12.8127,393308,2023-05-23 04:00:00
666,12.05,12.23,90496870,12.43,11.82,12.1965,250865,2023-05-24 04:00:00
667,13.18,12.84,106557773,13.22,12.34,12.7638,300838,2023-05-25 04:00:00
668,12.84,13.65,127751554,14.195,12.82,13.7197,341930,2023-05-26 04:00:00
669,14.44,14.71,159089328,15.005,14.24,14.7207,467932,2023-05-30 04:00:00
670,14.19,14.71,130392206,14.79,13.82,14.3124,324571,2023-05-31 04:00:00
671,14.46,14.54,126015134,15.22,14.2,14.6832,343553,2023-06-01 04:00:00
672,14.65,14.52,79487612,15.03,14.16,14.5593,227334,2023-06-02 04:00:00
673,14.365,15.24,121421010,15.7,14.35,15.2775,385495,2023-06-05 04:00:00
674,15.3,15.46,74284337,15.58,14.92,15.3236,220784,2023-06-06 04:00:00
675,16.01,14.69,227236050,17.16,14.52,15.7211,613412,2023-06-07 04:00:00
676,14.44,15.19,115591618,15.59,14.39,15.1511,321571,2023-06-08 04:00:00
677,15.36,15.02,94114019,15.98,14.82,15.3055,283335,2023-06-09 04:00:00
678,15.44,15.65,90250316,16.03,15.33,15.6364,271461,2023-06-12 04:00:00
679,16.18,16,112765935,16.27,15.1625,15.7899,306369,2023-06-13 04:00:00
680,15.93,15.91,70871917,16.19,15.44,15.8736,215350,2023-06-14 04:00:00
681,15.66,16.6,91200891,16.79,15.49,16.3655,281960,2023-06-15 04:00:00
682,16.87,16.3,90696215,16.91,16.01,16.3501,264195,2023-06-16 04:00:00
683,15.99,15.79,81335009,16.89,15.58,16.0267,264342,2023-06-20 04:00:00
684,15.66,14.64,97885028,15.755,14.37,14.8145,310355,2023-06-21 04:00:00
685,14.3,14.05,103460998,14.44,13.86,14.127,264919,2023-06-22 04:00:00
686,13.64,14.03,74851018,14.14,13.56,13.8818,214894,2023-06-23 04:00:00
687,13.87,13.94,50679919,14.42,13.83,14.1042,166573,2023-06-26 04:00:00
688,14.22,14.61,55410531,14.76,13.96,14.4614,155842,2023-06-27 04:00:00
689,14.53,15.28,66001041,15.43,14.465,15.0927,210222,2023-06-28 04:00:00
690,15.4,15.2,46300897,15.57,15.06,15.2762,145815,2023-06-29 04:00:00
691,15.48,15.33,42195264,15.8,15.23,15.4524,137183,2023-06-30 04:00:00
692,15.49,15.52,26037426,15.59,15.19,15.3892,93027,2023-07-03 04:00:00
693,15.425,15.7,39179854,15.77,15.23,15.5244,127251,2023-07-05 04:00:00
694,15.32,15.13,57158281,15.3827,14.62,14.967,178928,2023-07-06 04:00:00
695,15.23,15.34,48273342,15.9,15.19,15.5772,143951,2023-07-07 04:00:00
696,15.37,16.3,62823618,16.33,14.945,15.8723,180765,2023-07-10 04:00:00
697,16.47,16.49,63236574,16.93,16.15,16.5333,197354,2023-07-11 04:00:00
698,16.78,16.59,50079436,16.94,16.41,16.6663,155420,2023-07-12 04:00:00
699,16.7,16.74,58397771,17.26,16.631,16.9359,175736,2023-07-13 04:00:00
700,16.76,16.4,45115040,17,16.27,16.6097,147118,2023-07-14 04:00:00
701,16.42,17.4,63504956,17.59,16.32,17.2606,206880,2023-07-17 04:00:00
702,17.88,18.08,87357410,18.13,17.19,17.7859,283661,2023-07-18 04:00:00
703,18.02,18.05,89044567,18.995,17.76,18.3371,274487,2023-07-19 04:00:00
704,17.54,17.13,62711592,18,16.98,17.3422,210389,2023-07-20 04:00:00
705,17.47,16.43,63375867,17.49,16,16.6685,203826,2023-07-21 04:00:00
706,16.61,16.32,36133647,16.69,16.12,16.3864,128513,2023-07-24 04:00:00
707,16.35,16.55,36612927,16.86,16.35,16.6043,120609,2023-07-25 04:00:00
708,16.4,16.43,35804775,16.69,16.13,16.3976,115303,2023-07-26 04:00:00
709,16.8,16.15,50685242,17.19,16,16.5645,166471,2023-07-27 04:00:00
710,17.21,17.81,106125623,17.97,16.74,17.3804,324092,2023-07-28 04:00:00
711,18.82,19.84,142163168,19.995,18.38,19.4432,469297,2023-07-31 04:00:00
712,19.46,19.99,100126141,20.2399,19.23,19.8704,334275,2023-08-01 04:00:00
713,19.26,18.97,98215768,19.62,18.15,18.8587,318512,2023-08-02 04:00:00
714,18.63,18.71,55168608,19.3,18.61,18.8269,186211,2023-08-03 04:00:00
715,18.874,18.2,72386045,19.08,18.08,18.4197,242435,2023-08-04 04:00:00
716,18.25,17.99,133806872,18.39,17.01,17.7236,440289,2023-08-07 04:00:00
717,17.49,17.04,143014237,17.49,16.1,16.7287,461553,2023-08-08 04:00:00
718,16.76,15.25,126230391,16.92,15.1,15.6936,406571,2023-08-09 04:00:00
719,15.44,15.41,73129139,15.87,15.25,15.5142,243576,2023-08-10 04:00:00
720,15.05,15.41,56616788,15.58,14.91,15.3317,184529,2023-08-11 04:00:00
721,15.2,15.72,47504217,15.74,14.95,15.5057,161019,2023-08-14 04:00:00
722,15.61,15.37,44000374,15.87,15.29,15.5134,155633,2023-08-15 04:00:00
723,15.21,15.45,40394555,15.725,15.12,15.457,129998,2023-08-16 04:00:00
724,15.39,14.15,91086683,15.4373,14.035,14.4904,300599,2023-08-17 04:00:00
725,13.88,14.4,70169754,14.6,13.68,14.2533,225412,2023-08-18 04:00:00
726,14.42,14.5,43206161,14.78,14.34,14.5283,145307,2023-08-21 04:00:00
727,14.76,14.67,52106867,15.13,14.63,14.8418,156551,2023-08-22 04:00:00
728,14.5,15.3,53523342,15.47,14.42,15.1895,170645,2023-08-23 04:00:00
729,15.7,14.14,93586208,15.71,13.875,14.4582,324962,2023-08-24 04:00:00
730,14.14,14.53,55668905,14.6499,14.01,14.3679,173752,2023-08-25 04:00:00
731,14.69,14.64,35960177,14.88,14.5,14.6801,111557,2023-08-28 04:00:00
732,14.6,15.4,47213155,15.63,14.5,15.2888,155115,2023-08-29 04:00:00
733,15.46,16.33,65674056,16.35,15.33,16.0067,201541,2023-08-30 04:00:00
734,15.6,14.98,101517176,15.85,14.65,15.0525,320632,2023-08-31 04:00:00
