PYPL,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
1152,75.46,75.26,8949082,75.69,74.73,75.1784,96883,2023-04-04 04:00:00
1153,75.11,73.61,10812732,75.11,73.115,73.6903,131331,2023-04-05 04:00:00
1154,73.27,74.96,10524544,75,72.28,74.2464,108607,2023-04-06 04:00:00
1155,74.46,74.52,7591754,74.855,73.46,74.345,83567,2023-04-10 04:00:00
1156,76.03,73.58,14190881,76.44,73.21,74.1173,120385,2023-04-11 04:00:00
1157,73.94,73.5,10422324,75.7,73.35,74.4371,114317,2023-04-12 04:00:00
1158,73.71,75.52,8724140,75.56,73.56,75.2788,89268,2023-04-13 04:00:00
1159,75.2,76.53,8902653,76.735,75.15,76.1526,96994,2023-04-14 04:00:00
1160,76.835,77.33,9690635,77.95,76.55,77.1782,102925,2023-04-17 04:00:00
1161,77.71,76.42,7558905,77.94,76.2101,76.6942,87838,2023-04-18 04:00:00
1162,75.3,75.32,8888295,75.94,74.1,74.9529,104140,2023-04-19 04:00:00
1163,74.4,73.58,8833243,74.97,73.47,74.0459,97331,2023-04-20 04:00:00
1164,73.4,74.18,8591139,74.24,72.92,73.7588,90968,2023-04-21 04:00:00
1165,74.41,74.29,7460807,74.8725,73.38,74.0658,83605,2023-04-24 04:00:00
1166,73.9,71.78,10255784,74.29,71.76,72.433,102643,2023-04-25 04:00:00
1167,71.21,72.06,9068775,72.765,71.03,72.1514,99570,2023-04-26 04:00:00
1168,73,74.27,11420109,74.37,72.96,73.884,117036,2023-04-27 04:00:00
1169,74.24,76,10716573,76.05,73.92,75.639,117124,2023-04-28 04:00:00
1170,76.03,75.11,6857876,76.5,74.97,75.5804,82816,2023-05-01 04:00:00
1171,74.82,72.28,12766951,75.06,71.93,72.6239,144687,2023-05-02 04:00:00
1172,72.41,71.43,11861195,72.99,71.35,72.088,134543,2023-05-03 04:00:00
1173,71.77,71.81,10230510,73.05,71.755,72.1668,119475,2023-05-04 04:00:00
1174,72.96,74.97,11954241,75.08,72.94,74.5196,140191,2023-05-05 04:00:00
1175,75.71,75.52,22864045,76.38,74.915,74.8527,224299,2023-05-08 04:00:00
1176,69.53,65.905,68697453,69.68,65.85,67.1146,632351,2023-05-09 04:00:00
1177,66.5,63.38,46276667,66.59,62.78,64.0801,380621,2023-05-10 04:00:00
1178,63.45,64.18,27903279,64.375,62.64,63.7936,228343,2023-05-11 04:00:00
1179,64.1,61.69,28700130,64.18,61.31,62.3118,292832,2023-05-12 04:00:00
1180,61.75,62.25,20633509,62.7292,61.58,62.1813,191326,2023-05-15 04:00:00
1181,61.8,60.8,17492310,61.9751,60.75,61.102,180748,2023-05-16 04:00:00
1182,61.15,61.46,19938697,61.7199,60.4,61.1614,182702,2023-05-17 04:00:00
1183,61.46,61.27,19820498,61.655,60.46,61.1128,178207,2023-05-18 04:00:00
1184,61.9,60.92,19353048,61.95,60.708,61.1068,150443,2023-05-19 04:00:00
1185,60.95,63.03,20220608,63.15,60.65,62.5349,175101,2023-05-22 04:00:00
1186,63.03,62,16766128,63.3,61.84,62.5535,157604,2023-05-23 04:00:00
1187,61.65,61.8,14790302,62.215,61.23,61.7156,136281,2023-05-24 04:00:00
1188,61.74,59.37,24461258,61.74,59.315,59.936,232486,2023-05-25 04:00:00
1189,59.5,60.22,20666752,60.6072,58.95,59.9737,182634,2023-05-26 04:00:00
1190,61.04,62.05,16998363,62.19,59.55,61.274,155083,2023-05-30 04:00:00
1191,61.84,61.99,27777732,63.215,61.17,61.9649,169800,2023-05-31 04:00:00
1192,62.41,63.05,16681145,63.61,61.83,62.9042,154437,2023-06-01 04:00:00
1193,63.74,63.96,16438701,64.395,63.562,64.0407,159934,2023-06-02 04:00:00
1194,64.07,64.51,13498337,64.98,63.505,64.3742,141616,2023-06-05 04:00:00
1195,64.43,65.02,13039248,65.175,64.23,64.895,134853,2023-06-06 04:00:00
1196,65.25,64.04,15511864,65.32,63.55,64.174,151703,2023-06-07 04:00:00
1197,64.2,64.24,13568477,64.695,63.985,64.2943,128775,2023-06-08 04:00:00
1198,64,63.49,17151726,64.06,62.43,63.3028,170335,2023-06-09 04:00:00
1199,63.6,63.73,15969490,64.26,63.12,63.5933,151429,2023-06-12 04:00:00
1200,63.55,63.56,19918415,64.24,63.13,63.6866,199529,2023-06-13 04:00:00
1201,64.14,63.6,24028135,65.1,63.025,64.0458,195577,2023-06-14 04:00:00
1202,63.12,65.85,21527728,66.21,62.63,65.0076,198263,2023-06-15 04:00:00
1203,65.95,66.43,29703731,67.15,65.2202,66.328,203214,2023-06-16 04:00:00
1204,67.13,68.89,31379158,69.2,66.78,68.3505,261030,2023-06-20 04:00:00
1205,68.945,68.19,23910590,69.02,67.22,68.0841,185015,2023-06-21 04:00:00
1206,67.52,68.57,16872538,68.645,67.06,67.9984,159087,2023-06-22 04:00:00
1207,67.415,66.94,27683805,68.16,65.85,67.0166,172822,2023-06-23 04:00:00
1208,66.87,66.44,12224355,67.58,66.41,66.8346,117742,2023-06-26 04:00:00
1209,66.87,66.23,16371204,67.1,65.78,66.4315,132134,2023-06-27 04:00:00
1210,66.05,66.03,15390593,66.48,65.62,66.0571,148842,2023-06-28 04:00:00
1211,66.3,65.86,14839752,67.34,65.62,66.1603,132635,2023-06-29 04:00:00
1212,66.09,66.73,16907133,66.975,65.75,66.4516,147904,2023-06-30 04:00:00
1213,67.12,68.1,8617899,68.63,66.84,67.9183,91094,2023-07-03 04:00:00
1214,68.04,68.85,13980553,68.9,67,68.302,136534,2023-07-05 04:00:00
1215,67.71,66.14,17443934,67.85,65.63,66.2294,176479,2023-07-06 04:00:00
1216,66.19,66.79,12341805,67.66,65.98,67.0772,117913,2023-07-07 04:00:00
1217,66.8,69.28,14871988,69.36,66.69,68.7574,150501,2023-07-10 04:00:00
1218,69.64,70.62,14798991,70.73,69.41,70.3481,151130,2023-07-11 04:00:00
1219,71.72,70.59,14458457,71.87,70.2801,70.8249,148629,2023-07-12 04:00:00
1220,71.37,72.39,14536257,72.735,71,72.0569,158968,2023-07-13 04:00:00
1221,72.66,72.1,12072244,72.98,71.92,72.2683,124024,2023-07-14 04:00:00
1222,72.52,73.49,13168841,73.78,71.96,73.2069,146206,2023-07-17 04:00:00
1223,73.48,74.37,11915019,74.41,73.26,74.0581,147823,2023-07-18 04:00:00
1224,74.47,74.22,12167232,75.04,73.9,74.4538,135425,2023-07-19 04:00:00
1225,72.82,73.02,14189125,74.68,72.8,73.6253,162956,2023-07-20 04:00:00
1226,72.73,72.99,25514976,73.62,71.83,72.8766,144639,2023-07-21 04:00:00
1227,73.04,73.69,8854192,73.97,73.015,73.5388,101629,2023-07-24 04:00:00
1228,73.68,72.96,8535991,74.3,72.94,73.409,96630,2023-07-25 04:00:00
1229,72.89,73.43,11332514,73.76,72.41,73.1485,115814,2023-07-26 04:00:00
1230,74.33,72.03,11836586,75.055,71.81,73.2126,131643,2023-07-27 04:00:00
1231,73.04,73.98,10191925,74.19,72.96,73.8394,111340,2023-07-28 04:00:00
1232,74.9,75.82,15661095,76.54,74.74,75.8734,149235,2023-07-31 04:00:00
1233,76.19,75.53,14658692,76.28,74.56,75.2687,142788,2023-08-01 04:00:00
1234,74.38,73.2,24567820,74.99,72.5,72.3078,265844,2023-08-02 04:00:00
1235,66.7,64.18,51387329,66.93,64.1,65.0636,499182,2023-08-03 04:00:00
1236,64.8,62.75,25279502,64.97,62.6585,63.4014,259357,2023-08-04 04:00:00
1237,63.02,64.42,23738026,64.75,62.2,63.9652,212538,2023-08-07 04:00:00
1238,63.77,63.19,17683725,63.99,62.49,63.0854,186239,2023-08-08 04:00:00
1239,63.1,62.02,13788674,63.39,61.93,62.4416,159688,2023-08-09 04:00:00
1240,62.6,62.79,13099582,63.05,62.075,62.5952,143401,2023-08-10 04:00:00
1241,62.27,61.54,12419259,62.5,61.47,61.8393,137517,2023-08-11 04:00:00
1242,62.15,63.27,22668025,63.44,61.68,62.8462,199549,2023-08-14 04:00:00
1243,62.76,59.47,31995405,62.77,59.4,60.5014,319616,2023-08-15 04:00:00
1244,59.44,59.68,16574736,60.185,59.26,59.6163,168600,2023-08-16 04:00:00
1245,59.01,58.6,20616663,59.195,58.15,58.6523,209155,2023-08-17 04:00:00
1246,57.39,59.42,19035842,59.8,57.29,59.0617,179071,2023-08-18 04:00:00
1247,59.46,59.51,14133676,59.7689,58.75,59.3181,144882,2023-08-21 04:00:00
1248,59.92,60.98,17364192,61.315,59.61,60.6903,149919,2023-08-22 04:00:00
1249,61.28,61.76,13105368,62.37,60.93,61.8663,130370,2023-08-23 04:00:00
1250,61.69,60.71,12846929,61.92,60.621,61.0145,120966,2023-08-24 04:00:00
1251,60.99,61.19,11150109,61.6,60.08,61.0091,113614,2023-08-25 04:00:00
1252,61.59,61.67,10459264,61.96,61.03,61.4644,98352,2023-08-28 04:00:00
1253,61.63,62.5,11627635,62.74,61.53,62.4162,106210,2023-08-29 04:00:00
1254,62.38,63.42,12040994,63.47,62.1204,63.0864,103660,2023-08-30 04:00:00
1255,62.72,62.51,13840146,63.41,62.45,62.7468,123243,2023-08-31 04:00:00
